timestamp,humidity_percent
2026-01-23 16:00:00+00:00,63.925
2026-01-23 16:30:00+00:00,62.56923076923077
2026-01-23 17:00:00+00:00,59.333333333333336
2026-01-23 17:30:00+00:00,60.125
2026-01-23 18:00:00+00:00,59.88
2026-01-23 18:30:00+00:00,55.940000000000005
2026-01-23 19:00:00+00:00,57.27894736842105
2026-01-23 19:30:00+00:00,59.0875
2026-01-23 20:00:00+00:00,60.127272727272725
2026-01-23 20:30:00+00:00,61.64
2026-01-23 21:00:00+00:00,60.33571428571429
2026-01-23 21:30:00+00:00,59.65
2026-01-23 22:00:00+00:00,59.15714285714286
2026-01-23 22:30:00+00:00,58.260000000000005
2026-01-23 23:00:00+00:00,57.33
2026-01-23 23:30:00+00:00,57.477777777777774
2026-01-24 00:00:00+00:00,56.642857142857146
2026-01-24 00:30:00+00:00,56.271428571428565
2026-01-24 01:00:00+00:00,56.475
2026-01-24 01:30:00+00:00,55.66153846153846
2026-01-24 02:00:00+00:00,54.779999999999994
2026-01-24 02:30:00+00:00,54.85
2026-01-24 03:00:00+00:00,54.5875
2026-01-24 03:30:00+00:00,53.95
2026-01-24 04:00:00+00:00,53.92857142857143
2026-01-24 04:30:00+00:00,53.82000000000001
2026-01-24 05:00:00+00:00,53.05
2026-01-24 05:30:00+00:00,52.9375
2026-01-24 06:00:00+00:00,52.74444444444444
2026-01-24 06:30:00+00:00,52.1375
2026-01-24 07:00:00+00:00,51.9875
2026-01-24 07:30:00+00:00,51.875
2026-01-24 08:00:00+00:00,51.4
2026-01-24 08:30:00+00:00,51.48333333333333
2026-01-24 09:00:00+00:00,51.7
2026-01-24 09:30:00+00:00,51.2
2026-01-24 10:00:00+00:00,50.925
2026-01-24 10:30:00+00:00,50.9
2026-01-24 11:00:00+00:00,50.1
2026-01-24 11:30:00+00:00,49.94
2026-01-24 12:00:00+00:00,50.160000000000004
2026-01-24 12:30:00+00:00,49.58
2026-01-24 13:00:00+00:00,49.225
2026-01-24 13:30:00+00:00,49.800000000000004
2026-01-24 14:00:00+00:00,49.3
2026-01-24 14:30:00+00:00,49.075
2026-01-24 15:00:00+00:00,49.55
2026-01-24 15:30:00+00:00,48.93333333333334
2026-01-24 16:00:00+00:00,48.75
2026-01-24 16:30:00+00:00,48.824999999999996
2026-01-24 17:00:00+00:00,48.9
2026-01-24 17:30:00+00:00,49.0
2026-01-24 18:00:00+00:00,49.1
2026-01-24 18:30:00+00:00,49.075
2026-01-24 19:00:00+00:00,48.9625
2026-01-24 19:30:00+00:00,48.849999999999994
2026-01-24 20:00:00+00:00,48.51666666666667
2026-01-24 20:30:00+00:00,48.11666666666667
2026-01-24 21:00:00+00:00,48.0
2026-01-24 21:30:00+00:00,48.14
2026-01-24 22:00:00+00:00,47.7
2026-01-24 22:30:00+00:00,47.74285714285714
2026-01-24 23:00:00+00:00,47.62
2026-01-24 23:30:00+00:00,47.4
2026-01-25 00:00:00+00:00,47.5
2026-01-25 00:30:00+00:00,47.6
2026-01-25 01:00:00+00:00,47.175000000000004
2026-01-25 01:30:00+00:00,47.5
2026-01-25 02:00:00+00:00,47.5
2026-01-25 02:30:00+00:00,47.28333333333333
2026-01-25 03:00:00+00:00,47.40909090909091
2026-01-25 03:30:00+00:00,47.725
2026-01-25 04:00:00+00:00,47.349999999999994
2026-01-25 04:30:00+00:00,47.31428571428571
2026-01-25 05:00:00+00:00,47.666666666666664
